Name,SecId,Morningstar Category,Base Currency,R^2,Base Risk Score,Leverage Ratio,MPRS,Alignment Score,Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Covariance of Asset Allocation & Misfit
Stratford Place Net Acc,F00000OJGS,EAA Fund Other Allocation,Pound Sterling,94.38%,73.26,1.03,75.43,5.18,0.91,4.27,71.16,71.16,-0.46
SVS Capital Balanced Scheme Acc,F0GBR06L6K,EAA Fund Other Allocation,Pound Sterling,90.28%,101.82,1.05,106.54,12.7,3.48,9.22,97.32,97.32,-1.74
TB Mellifera Managed Fund B Income GBP,F00000W1BX,EAA Fund Other Allocation,Pound Sterling,84.90%,94.7,1.08,102.6,16.4,1.2,15.19,87.41,87.41,-0.6
The Acorn Trust Net Acc,F00000OEW8,EAA Fund Other Allocation,Pound Sterling,95.96%,79.54,1.02,80.94,4.66,1.89,2.78,78.17,78.17,-0.94
The Alkerton Trust Income I/A,F000002ONO,EAA Fund Other Allocation,Pound Sterling,81.32%,104.25,1.09,113.22,22.27,5.05,17.22,96,96,-2.53
The Aurinko Acc,F0GBR06ODX,EAA Fund Other Allocation,Pound Sterling,94.62%,70.43,1.03,72.55,4.38,0.2,4.18,68.37,68.37,-0.1
The Barro II Trust Income shares,F00000WM6H,EAA Fund Other Allocation,Pound Sterling,82.15%,61.95,1.11,68.89,14.7,1.52,13.18,55.71,55.71,-0.76
The Beamish,F0GBR06OJF,EAA Fund Other Allocation,Pound Sterling,93.32%,63.31,1.04,65.56,5.4,0.96,4.43,61.13,61.13,-0.48
The Blu-Frog Investment Net Inc,F00000OJGQ,EAA Fund Other Allocation,Pound Sterling,91.27%,95.21,1.05,99.87,11.89,2.79,9.09,90.78,90.78,-1.4
The Dream Trust GBP Inc,F0GBR06OYT,EAA Fund Other Allocation,Pound Sterling,92.52%,60.99,1.03,63.09,5.92,1.78,4.14,58.95,58.95,-0.89
The Edenbeg,F000005HDQ,EAA Fund Other Allocation,Pound Sterling,89.51%,83.96,1.05,88.19,9.21,0.96,8.25,79.94,79.94,-0.48
The Harroway Acc,F00000NET2,EAA Fund Other Allocation,Pound Sterling,25.25%,31.22,1.8,56.27,41.43,2.48,38.95,17.32,17.32,-1.24
The Jay,F0GBR06OAL,EAA Fund Other Allocation,Pound Sterling,84.24%,65.82,1.1,72.44,13.86,1.22,12.65,59.8,59.8,-0.61
The Kingfisher Fund Acc,F00000W1C0,EAA Fund Other Allocation,Pound Sterling,,0,0,,,,,,,
The Loch Moy Fund Inc,F00000W1AK,EAA Fund Other Allocation,Pound Sterling,88.56%,81.5,1.06,86.29,11.57,2.27,9.3,76.99,76.99,-1.14
The Lowesby Balanced,F00000MNK7,EAA Fund Other Allocation,Pound Sterling,85.12%,72.25,1.08,78.25,13.09,1.57,11.53,66.72,66.72,-0.78
The Magpie Fund Acc,F00000W1CB,EAA Fund Other Allocation,Pound Sterling,95.80%,92.59,1.02,94.64,7.71,3.65,4.06,90.58,90.58,-1.82
The Mazener Fund,F0GBR06OPJ,EAA Fund Other Allocation,Pound Sterling,92.14%,69.29,1.04,72.01,6.07,0.74,5.32,66.68,66.68,-0.37
The Sardasca,F0GBR06OAI,EAA Fund Other Allocation,Pound Sterling,76.05%,68.19,1.14,77.86,22.33,4.19,18.14,59.73,59.73,-2.1
The Windrush Inc,F000000J8X,EAA Fund Other Allocation,Pound Sterling,56.58%,33.88,1.38,46.66,23.67,1.62,22.05,24.6,24.6,-0.81
The Wyke Net Income GBP Inc,F00000W476,EAA Fund Other Allocation,Pound Sterling,69.95%,39.25,1.21,47.54,16.75,1.63,15.13,32.41,32.41,-0.81
Thesis Bryth ICVC Class GBP Inc,F00000Z9OD,EAA Fund Other Allocation,Pound Sterling,92.92%,108.67,1.03,112.39,9.43,2.1,7.33,105.07,105.07,-1.05
Thesis PM B Acc,F00000W08H,EAA Fund Other Allocation,Pound Sterling,4.34%,5.44,4.21,,,,,,,
Thesis Saint Martins GBP Inc,F00000NMLL,EAA Fund Other Allocation,Pound Sterling,83.34%,99.79,1.08,107.78,20.33,4.92,15.4,92.38,92.38,-2.46
TM Balanced A2011,F0000023LK,EAA Fund Other Allocation,Pound Sterling,81.58%,66.21,1.12,74.11,16.11,1.14,14.96,59.15,59.15,-0.57
U Asset Allocation Bal GBP MC GBP Acc,F00000PEZ9,EAA Fund Other Allocation,Pound Sterling,72.48%,42.77,1.16,49.62,15.38,2.62,12.76,36.86,36.86,-1.31
U Asset Allocation Enhcmt GBP Acc,F00000PEZK,EAA Fund Other Allocation,Pound Sterling,78.12%,32.49,1.13,36.68,10.46,2.55,7.91,28.77,28.77,-1.28
Westhill A Portfolio Fund Acc,F00000W1C7,EAA Fund Other Allocation,Pound Sterling,78.04%,76.15,1.15,87.79,28.04,6.31,21.73,66.06,66.06,-3.15
Worldwide Growth A2000 Inc,F00000PU0D,EAA Fund Other Allocation,Pound Sterling,86.43%,110,1.11,121.92,19.14,1.25,17.9,104.02,99.25,1.76
Ashmore SICAV EM Asian Corp Dbt R œ Dis,F00000SV7U,EAA Fund Other Bond,Pound Sterling,45.79%,100.6,1.27,127.81,73.86,25.22,48.64,79.17,79.17,-12.61
GAM Credit Opps (GBP) Inst GBP Acc,F00000Z1PC,EAA Fund Other Bond,Pound Sterling,71.85%,64.02,1.15,73.88,23.55,5.14,18.4,55.48,55.48,-2.57
GAM Star Credit Opps (GBP) Ord GBP Inc,F00000MS9L,EAA Fund Other Bond,Pound Sterling,72.03%,64.07,1.15,73.85,23.43,5.16,18.27,55.58,55.58,-2.58
Insight High Grade ABS B GBP Acc,F00000MAPZ,EAA Fund Other Bond,Pound Sterling,50.74%,9.13,1.32,12.03,11.11,6.01,5.1,6.93,6.93,-3
Insight Liquid ABS B GBP Acc,F00001037Q,EAA Fund Other Bond,Pound Sterling,46.53%,3.26,1.28,4.19,3.4,1.75,1.64,2.55,2.55,-0.88
Janus Henderson Mlt Ast Crdt I Acc GBPH,F00000TWVG,EAA Fund Other Bond,Pound Sterling,57.89%,41.49,1.25,51.87,23.92,5.23,18.68,33.18,33.18,-2.62
Janus Henderson Secured Lns Y Acc GBP,F0000008U1,EAA Fund Other Bond,Pound Sterling,54.76%,52.27,1.26,65.75,32.29,8.09,24.2,41.56,41.56,-4.04
JPM Global High Yield Bond A Grs Acc,F0GBR04T3P,EAA Fund Other Bond,Pound Sterling,72.32%,61.95,1.15,71.21,22.21,4.9,17.32,53.9,53.9,-2.45
Loomis Sayles Strategic Inc H-N/DG GBP,F00000PP5U,EAA Fund Other Bond,Pound Sterling,77.26%,58.5,1.12,65.25,17.89,5.09,12.8,52.45,52.45,-2.54
MI Asset Backed Opps I Gross GBP Inc,F000010OAG,EAA Fund Other Bond,Pound Sterling,49.13%,59.8,1.33,79.71,42.71,7.87,34.85,44.86,44.86,-3.93
MI TwentyFour AM Ast Backd Inc A Inc Grs,F00000PGGP,EAA Fund Other Bond,Pound Sterling,45.81%,55.93,1.39,77.62,43.82,6.5,37.32,40.3,40.3,-3.25
MI TwentyFour AM Monument Bond A Acc,F000003YNP,EAA Fund Other Bond,Pound Sterling,46.41%,9.39,1.39,13.05,11.94,5.64,6.29,6.75,6.75,-2.82
Real Return GBP A,F0GBR06KY1,EAA Fund Other Bond,Pound Sterling,34.40%,18.32,1.96,35.89,32.85,6.31,26.54,9.35,9.35,-3.16
Sanlam Hybrid Capital Bd A GBP Acc,F00000XOEZ,EAA Fund Other Bond,Pound Sterling,68.89%,57.26,1.17,67.21,24.38,5.95,18.43,48.78,48.78,-2.97
Stratton Street UCITS NFA GlbBF UI QDGBP,F00000Y97C,EAA Fund Other Bond,Pound Sterling,69.69%,60.17,1.18,70.78,28.38,8.76,19.62,51.16,51.16,-4.38
VT Protean Capital Elder Net Acc,F00000ZENX,EAA Fund Other Bond,Pound Sterling,90.17%,58.13,1.06,61.41,8.55,2.17,6.38,55.02,55.02,-1.09
AI 30:70 Glb Eq (Ccy Hdg) Insrd Pen Acc,F000013MU3,EAA Fund Other Equity,Pound Sterling,90.80%,104.42,1.05,109.88,11.42,0.77,10.65,99.23,99.23,-0.38
AI 50:50 Global Equity Idx Insrd Pen Acc,F000015QJ0,EAA Fund Other Equity,Pound Sterling,9.24E-01,94.01,1.04,98.11,10.35,2.33,8.02,90.09,90.09,-1.17
AI 60:40 Global Equity Idx Insrd Pen Acc,F000015QJ1,EAA Fund Other Equity,Pound Sterling,91.38%,93.73,1.05,98.53,13.85,4.48,9.37,89.16,89.16,-2.24
Alma Eikoh Japan L-Cap Eq I GBP Hedged,F00000U3ZQ,EAA Fund Other Equity,Pound Sterling,7.09E-01,105.45,1.2,126.8,40.91,1.8,39.1,87.69,87.69,-0.9
Blackrock ACS 30:70 Global Eq Tracker X1,F00000YQD9,EAA Fund Other Equity,Pound Sterling,90.99%,103.66,1.05,109.04,11.3,0.81,10.49,98.55,98.55,-0.41
CC Asia Alpha C GBP,F000000OUW,EAA Fund Other Equity,Pound Sterling,68.94%,110,1.62,177.88,69,31.6,37.4,140.48,68.02,20.43
CF Purisima PCG B,F0000023LH,EAA Fund Other Equity,Pound Sterling,76.67%,110,1.42,156.59,48.39,9.71,38.67,117.92,77.27,15.47
Comgest Growth Europe ex UK GBP SU H Acc,F00000V556,EAA Fund Other Equity,Pound Sterling,81.18%,110,1.12,123.18,29.47,9.24,20.23,102.95,98.23,-2.26
Coutts Multi Asset UK Equity Gr A œ Inc,F00000PXU9,EAA Fund Other Equity,Pound Sterling,98.69%,99.57,1.01,100.25,2.67,1.3,1.37,98.89,98.89,-0.65
Fidelity Emerg Eur Mid East&Africa A Acc,F000000PD7,EAA Fund Other Equity,Pound Sterling,60.90%,110,2.15,235.99,112.83,43.09,69.73,166.25,51.27,35.94
FTF Franklin Systematic UK Equity X Acc,F00000PLVV,EAA Fund Other Equity,Pound Sterling,85.36%,93.83,1.1,102.78,24.19,7.07,17.12,85.66,85.66,-3.54
GlobalAccess US Equity M Dis GBP Hdg,F00000O03Y,EAA Fund Other Equity,Pound Sterling,82.17%,110,1.23,135.82,27.19,3.11,24.08,111.74,89.09,9.77
GlobalAccess US Sm & Md Cp Eq M Dis GBP,F00000NNOE,EAA Fund Other Equity,Pound Sterling,78.41%,110,1.47,161.73,43.94,7.21,36.73,125,74.82,21.49
JPM Global Equity Income A GBPH Net Acc,F00000025D,EAA Fund Other Equity,Pound Sterling,82.18%,101.82,1.11,113.1,23.64,2.22,21.42,91.68,91.68,-1.11
Lazard Global Lstd Infras Eq A Dist GBP,F00000NXSH,EAA Fund Other Equity,Pound Sterling,73.56%,76.56,1.19,91.02,33.16,6.53,26.62,64.4,64.4,-3.27
LM ClearBridge Infras ValPRGBPHDisAPH+e,F00000Y7TM,EAA Fund Other Equity,Pound Sterling,71.48%,81.78,1.2,98.31,33.05,2.78,30.27,68.04,68.04,-1.39
Salam-Pax SICAV Ethical Fund of Funds C,F00000U632,EAA Fund Other Equity,Pound Sterling,74.79%,80.24,1.14,91.36,24.59,3.7,20.89,70.47,70.47,-1.85
SEI GMF Global Mgd Vol H GBP Wlth A Inc,F000005H7J,EAA Fund Other Equity,Pound Sterling,81.11%,82.11,1.13,92.47,22,2.45,19.55,72.92,72.92,-1.23
St James's Place UK & Intl Inc Acc,F00000M7JG,EAA Fund Other Equity,Pound Sterling,95.13%,104.34,1.03,107.45,21.96,15.84,6.13,101.32,101.32,-7.92
VT Tyndall Real Income GBP A Acc,F00000WF3Z,EAA Fund Other Equity,Pound Sterling,80.02%,110,1.42,155.77,56.51,20.57,35.94,119.83,77.68,10.79
VT Vanneck Equity R GBP Acc,F00000TGGQ,EAA Fund Other Equity,Pound Sterling,93.99%,85.64,1.04,88.77,11.15,5.01,6.14,82.63,82.63,-2.5
Fidelity Index Pacific ex Japan P Acc,F00000SIMG,EAA Fund Pacific ex-Japan Equity,Pound Sterling,78.55%,110,1.17,128.2,28.03,3.94,24.09,104.1,94.39,2.89
Schroder Institutional Pacific I Inc,F0GBR050GH,EAA Fund Pacific ex-Japan Equity,Pound Sterling,78.11%,106.26,1.11,118.01,26.03,3.7,22.34,95.67,95.67,-1.85
Aviva Investors European Prpty R GBP Inc,F00000LKG7,EAA Fund Property - Direct Europe,Pound Sterling,1.84%,36.89,7.67,283.12,280.3,2,278.31,4.81,4.81,-1
abrdn Global Real Estate R Acc,F0GBR0610F,EAA Fund Property - Direct Global,Pound Sterling,13.63%,4.6,3.1,,,,,,,
Aegon Property Inc Feeder(Acc) GBP B Acc,F00000T2D5,EAA Fund Property - Direct UK,Pound Sterling,12.99%,4.44,2.78,,,,,,,
Aegon Property Inc Feeder(Inc) GBP B Inc,F00000T2D6,EAA Fund Property - Direct UK,Pound Sterling,11.12%,4.09,2.97,,,,,,,
Aegon Property Income GBP B Gross Inc,F00000T2F7,EAA Fund Property - Direct UK,Pound Sterling,14.70%,4.77,2.63,,,,,,,
AEW UK Core Property A Non Taxable Inc,F00000U61Z,EAA Fund Property - Direct UK,Pound Sterling,8.28%,9.17,2.99,,,,,,,
AEW UK Real Return A GBP Inc,F000013I82,EAA Fund Property - Direct UK,Pound Sterling,3.61%,2.22,3.25,,,,,,,
ARC TIME Commercial Lng Inc Fdr I NetAcc,F000013GIC,EAA Fund Property - Direct UK,Pound Sterling,6.28%,27.89,1.14,,,,,,,
ARC TIME Commercial Long Inc A Gross Acc,F000013GHZ,EAA Fund Property - Direct UK,Pound Sterling,6.58%,28.67,1.13,,,,,,,
ARC TIME Social Long Inc Fdr Tr Q NetAcc,F000013GJ2,EAA Fund Property - Direct UK,Pound Sterling,1.27%,0,0.91,,,,,,,
ARC TIME Social Long Income M Gross Acc,F000013GIS,EAA Fund Property - Direct UK,Pound Sterling,0.92%,0,0.84,,,,,,,
Aviva Inv UK Prpty Fdr Acc 2 GBP Acc,F00000WNEI,EAA Fund Property - Direct UK,Pound Sterling,2.17%,2.66,4.94,,,,,,,
Aviva Inv UK Prpty Fdr Inc 1 GBP Inc,F00000WNEK,EAA Fund Property - Direct UK,Pound Sterling,2.17%,2.64,4.84,,,,,,,
Aviva Investors UK Property 1 GBP Inc,F00000XI39,EAA Fund Property - Direct UK,Pound Sterling,2.13%,2.63,4.98,,,,,,,
CCLA COIF Charities Property Inc,F000002IR2,EAA Fund Property - Direct UK,Pound Sterling,0.15%,0,5.36,,,,,,,
CT UK Property 2 Inc,F00000J3N2,EAA Fund Property - Direct UK,Pound Sterling,0.09%,3.97,4.73,,,,,,,
CT UK Property Feeder 1 Inc,F00000W8F3,EAA Fund Property - Direct UK,Pound Sterling,0.05%,2.76,6.38,,,,,,,
CT UK Prpty Authrsd Invmt Net 1 Acc GBP,F00000X4XC,EAA Fund Property - Direct UK,Pound Sterling,3.74%,2.59,4.7,,,,,,,
CT UK Prpty Authrsd Trust Ret Acc GBP,F00000X4XL,EAA Fund Property - Direct UK,Pound Sterling,3.76%,2.6,4.69,,,,,,,
L&G UK Property Feeder I Acc,F00000SXZP,EAA Fund Property - Direct UK,Pound Sterling,12.17%,3.37,2.85,,,,,,,
L&G UK Property I Acc,F00000SXZG,EAA Fund Property - Direct UK,Pound Sterling,11.95%,3.33,2.87,,,,,,,
LF Canlife UK Property ACS L Acc,F000011OE4,EAA Fund Property - Direct UK,Pound Sterling,14.71%,4.18,2.61,,,,,,,
M&G Feeder of Property GBP I Acc,F00000PC55,EAA Fund Property - Direct UK,Pound Sterling,1.00%,0,5.22,,,,,,,
M&G Property Portfolio GBP I Acc,F00000PC4W,EAA Fund Property - Direct UK,Pound Sterling,0.81%,0,5.27,,,,,,,
MGTS St Johns High Income Property Acc,F00000PU1B,EAA Fund Property - Direct UK,Pound Sterling,6.75%,8.75,1.13,,,,,,,
Royal London Property A Acc,F00000JTBH,EAA Fund Property - Direct UK,Pound Sterling,0.90%,5.29,2.32,,,,,,,
Royal London Property Trust A Acc,F00000JTBF,EAA Fund Property - Direct UK,Pound Sterling,0.90%,5.29,2.32,,,,,,,
Schroder UK Real Estate,F00000Q1QX,EAA Fund Property - Direct UK,Pound Sterling,7.63%,2.68,3.38,,,,,,,
Schroder UK Real Estate Fund Feeder Inc,F00000Q1QY,EAA Fund Property - Direct UK,Pound Sterling,7.59%,2.64,3.41,,,,,,,
SLI UK Real Estate Retail Acc,F00000TEND,EAA Fund Property - Direct UK,Pound Sterling,3.03%,1.36,4.09,,,,,,,
SLI UK Real Estt Fdr Fd Ret Acc,F00000WX77,EAA Fund Property - Direct UK,Pound Sterling,3.51%,1.48,3.96,,,,,,,
St James's Place Property Acc,F000000DTR,EAA Fund Property - Direct UK,Pound Sterling,6.90%,4.76,3.96,,,,,,,
TM Home Investor D Unbnd Net,F00000PEBT,EAA Fund Property - Direct UK,Pound Sterling,2.59%,0.7,1.61,,,,,,,
TM Home Investor Feeder Retail Unbnd Acc,F00000PWM1,EAA Fund Property - Direct UK,Pound Sterling,2.41%,0,1.62,,,,,,,
VT Redlands Prpty A GBP Acc,F00000YZK7,EAA Fund Property - Direct UK,Pound Sterling,62.83%,32.02,1.31,41.81,21.1,3.81,17.29,24.52,24.52,-1.91
First Sentier Asian Prpty Secs B GBP Inc,F0000009AQ,EAA Fund Property - Indirect Asia,Pound Sterling,68.33%,92.82,1.18,109.58,34.63,3.68,30.96,78.63,78.63,-1.84
abrdn European Real Estate Share I Acc,F00000W9RN,EAA Fund Property - Indirect Europe,Pound Sterling,70.65%,110,1.19,131.25,44.63,9.87,34.76,96.5,92.19,-2.78
CT Property Growth & Inc Fdr A Acc GBP,F0GBR05VCN,EAA Fund Property - Indirect Europe,Pound Sterling,73.65%,73.43,1.18,86.88,31.4,6.57,24.83,62.06,62.06,-3.29
CT Property Growth & Income I Acc,F00000VA6B,EAA Fund Property - Indirect Europe,Pound Sterling,73.59%,71.35,1.18,84.52,30.49,6.19,24.29,60.23,60.23,-3.1
Premier Miton Pan Eurp Prpty Shr A Inc,F0GBR069SN,EAA Fund Property - Indirect Europe,Pound Sterling,66.98%,107.31,1.24,132.55,50.27,4.58,45.68,86.87,86.87,-2.29
abrdn Global Real Estate Share I Acc,F0000009HP,EAA Fund Property - Indirect Global,Pound Sterling,63.29%,96.69,1.29,124.63,51.39,1.78,49.61,75.02,75.02,-0.89
CT Global Real Estate Securities 3 Acc,F00000S8SZ,EAA Fund Property - Indirect Global,Pound Sterling,65.14%,85.92,1.27,109.07,42.96,1.58,41.38,67.69,67.69,-0.79
Fidelity Global Property Acc,FOGBR05K3N,EAA Fund Property - Indirect Global,Pound Sterling,64.44%,74.04,1.28,95,39.95,2.66,37.29,57.71,57.71,-1.33
Fidelity Global Property A-Dis-GBP,F0GBR069OR,EAA Fund Property - Indirect Global,Pound Sterling,65.89%,78.34,1.27,99.16,40.4,3.14,37.26,61.9,61.9,-1.57
First Sentier Glbl Prpty Secs B GBP Inc,F0000009AO,EAA Fund Property - Indirect Global,Pound Sterling,64.55%,80.75,1.28,103.1,41.9,2.04,39.86,63.24,63.24,-1.02
HSBC Global Property Retail Acc,F000000NQU,EAA Fund Property - Indirect Global,Pound Sterling,71.08%,81.98,1.21,99.37,33.48,1.75,31.72,67.64,67.64,-0.88
iShares Glb Prpty Secs Eq Idx (UK) L Acc,F00000LIQK,EAA Fund Property - Indirect Global,Pound Sterling,67.23%,94.84,1.24,118.07,43.16,1.27,41.89,76.18,76.18,-0.64
L&G Global Real Estate Div Index L Acc,F00000W9M3,EAA Fund Property - Indirect Global,Pound Sterling,69.85%,95.95,1.22,116.95,39.51,1.28,38.24,78.72,78.72,-0.64
Oasis Crescent Gl Prop Eq F GBP Acc,F0000163BD,EAA Fund Property - Indirect Global,Pound Sterling,71.13%,82.47,1.21,99.87,33.22,1.46,31.76,68.11,68.11,-0.73
Sarasin IE Sust Glb Rl Est Eq GBP A Acc,FOGBR05JPL,EAA Fund Property - Indirect Global,Pound Sterling,67.48%,88.24,1.24,109.83,40.5,1.58,38.92,70.9,70.9,-0.79
Sarasin IE Sust Glb Rl Est Eq GBP A Inc,FOGBR05JPK,EAA Fund Property - Indirect Global,Pound Sterling,67.72%,88.31,1.24,109.68,40.1,1.52,38.58,71.1,71.1,-0.76
Schroder Digital Infras Z Acc GBP,F00000M0KP,EAA Fund Property - Indirect Global,Pound Sterling,68.33%,109.28,1.21,132.19,42.36,0.52,41.84,90.35,90.35,-0.26
Schroder Global Cities Real Estt A Inc,F0GBR06FNY,EAA Fund Property - Indirect Global,Pound Sterling,65.09%,82.7,1.27,105.16,43.48,3.35,40.13,65.03,65.03,-1.68
SPW MM Global Real Estate Sec X Acc,F0GBR06XQY,EAA Fund Property - Indirect Global,Pound Sterling,64.93%,83.13,1.27,105.76,42.1,1.68,40.42,65.34,65.34,-0.84
abrdn UK Real Estate Share A Acc,F0GBR04RUU,EAA Fund Property - Indirect Other,Pound Sterling,66.67%,96.52,1.24,119.37,46.83,5.5,41.33,78.04,78.04,-2.75
Eurizon SLJ Bond Agg RMB I6 WS GBP Acc,F000015IKP,EAA Fund RMB Bond - Onshore,Pound Sterling,2.81%,4.55,6.8,,,,,,,
Liontrust Russia C Acc GBP,F00000OWFL,EAA Fund Russia Equity,Pound Sterling,21.70%,110,2.64,289.85,221.26,13.67,207.59,82.26,41.75,13.42
Barings Global Agriculture A GBP,F000002IR8,EAA Fund Sector Equity Agriculture,Pound Sterling,65.57%,101.41,1.25,126.37,45.65,0.67,44.99,81.38,81.38,-0.33
Sarasin Food & Agriculture Opps I Acc,F0000023HL,EAA Fund Sector Equity Agriculture,Pound Sterling,86.42%,107.86,1.07,115.24,18.4,4.12,14.28,100.95,100.95,-2.06
VT Gravis Clean Energy Income C GBP Acc,F00000ZRV0,EAA Fund Sector Equity Alternative Energy,Pound Sterling,61.25%,77.26,1.23,94.92,37.97,5.94,32.04,62.88,62.88,-2.97
AXA Framlington Biotech R Inc,F0GBR04Z1C,EAA Fund Sector Equity Biotechnology,Pound Sterling,36.35%,90.39,1.69,152.6,102.27,3.2,99.06,53.54,53.54,-1.6
AXA ACT Framlington Clean Ecoy R Acc,F0GBR04DFV,EAA Fund Sector Equity Ecology,Pound Sterling,83.12%,110,1.3,143.16,32.48,11.38,21.1,122.06,84.52,13.08
FP WHEB Sustainability A,F000002Y79,EAA Fund Sector Equity Ecology,Pound Sterling,80.32%,110,1.13,123.88,32.9,6.83,26.07,97.81,97.67,-3.35
GMO Climate Change Investment A GBP Acc,F0000108YJ,EAA Fund Sector Equity Ecology,Pound Sterling,69.56%,110,1.5,165.21,52.51,6.76,45.75,119.46,73.24,19.73
Impax Asian Environmental Markets IRL œA,F00000LJLC,EAA Fund Sector Equity Ecology,Pound Sterling,82.33%,109.91,1.06,116.76,32.01,18.7,13.31,103.46,103.46,-9.35
Impax Environmental Leaders XGBP Acc,F00000X0V4,EAA Fund Sector Equity Ecology,Pound Sterling,86.89%,110,1.11,121.87,17.71,2.81,14.9,106.96,99.29,2.43
Impax Environmental Mkts Ire A GBP Acc,F0GBR05TZ5,EAA Fund Sector Equity Ecology,Pound Sterling,85.79%,110,1.17,128.98,18.53,2.71,15.83,113.16,93.81,8.32
Jupiter Ecology L Inc,F0GBR04C3V,EAA Fund Sector Equity Ecology,Pound Sterling,87.23%,110,1.12,123.51,17.47,1.94,15.53,107.98,97.96,4.04
L&G Future Wld Clmt Chg Eq Fct Idx L Acc,F00000ZSQR,EAA Fund Sector Equity Ecology,Pound Sterling,94.44%,93.81,1.03,96.77,7.51,1.68,5.83,90.94,90.94,-0.84
Scottish Widows Environmental Inv A,F0GBR04MY3,EAA Fund Sector Equity Ecology,Pound Sterling,80.77%,96.94,1.11,107.87,21.24,0.48,20.75,87.11,87.11,-0.24
Virgin Climate Change,F000000P90,EAA Fund Sector Equity Ecology,Pound Sterling,88.56%,104.11,1.06,110.4,16.93,4.7,12.23,98.17,98.17,-2.35
WHEB Sustainable Impact C GBP Acc,F0000164M5,EAA Fund Sector Equity Ecology,Pound Sterling,82.72%,109.11,1.11,120.74,27.43,5.29,22.14,98.6,98.6,-2.65
TB Guinness Global Energy I Acc,F00000MBRU,EAA Fund Sector Equity Energy,Pound Sterling,65.22%,110,2.15,236.82,130.41,37.94,92.47,144.35,51.09,27.66
Aptus Global Financials C Acc,F00000W0TN,EAA Fund Sector Equity Financial Services,Pound Sterling,68.18%,110,1.76,193.48,88.86,22.7,66.16,127.32,62.54,21.04
Janus Henderson Global Fncls A Acc,F0GBR04GAR,EAA Fund Sector Equity Financial Services,Pound Sterling,84.63%,97.69,1.1,107.02,18.96,1.1,17.86,89.17,89.17,-0.55
Jupiter Financial Innovt L GBP A Inc,F000000277,EAA Fund Sector Equity Financial Services,Pound Sterling,69.40%,110,1.41,155.1,55.23,5.84,49.39,105.71,78.01,10.93
Jupiter Financial Opportunities L Inc,F0GBR04C43,EAA Fund Sector Equity Financial Services,Pound Sterling,78.09%,104.26,1.14,118.58,29.62,2.71,26.91,91.67,91.67,-1.36
Jupiter Global Financial Innovt L Acc,F000005J74,EAA Fund Sector Equity Financial Services,Pound Sterling,69.84%,110,1.39,153.2,54.57,6.2,48.37,104.83,78.98,9.82
Polar Capital Global Ins A GBP Inc,F00000MJ9D,EAA Fund Sector Equity Financial Services,Pound Sterling,57.49%,80.45,1.33,107.32,48.19,1.18,47,60.32,60.32,-0.59
AXA Framlington Health R Inc,F0GBR04S5I,EAA Fund Sector Equity Healthcare,Pound Sterling,59.77%,84.81,1.32,111.91,52.33,4.69,47.64,64.27,64.27,-2.34
L&G Global Health & Pharma Index I Acc,F0GBR06IK3,EAA Fund Sector Equity Healthcare,Pound Sterling,53.96%,68.63,1.4,96.26,51.38,4.05,47.33,48.93,48.93,-2.02
Schroder Global Healthcare A Acc,F0GBR04S1D,EAA Fund Sector Equity Healthcare,Pound Sterling,53.00%,67.92,1.42,96.27,52.33,3.98,48.34,47.93,47.93,-1.99
ARC TIME UK Infrastructre Inc II C Inc,F00001DB15,EAA Fund Sector Equity Infrastructure,Pound Sterling,48.23%,38.23,1.43,54.52,30.68,2.97,27.71,26.8,26.8,-1.48
First Sentier Glb Lstd Infra B GBP Acc,F000000L28,EAA Fund Sector Equity Infrastructure,Pound Sterling,56.02%,65.06,1.39,90.12,44.14,0.99,43.14,46.97,46.97,-0.5
FP Foresight UK Infras Inc A GBP Acc,F00000ZLSR,EAA Fund Sector Equity Infrastructure,Pound Sterling,61.07%,43.64,1.25,54.58,22.1,2.41,19.68,34.9,34.9,-1.21
FTF RARE Gbl Infras Inc S Acc,F00000XGBL,EAA Fund Sector Equity Infrastructure,Pound Sterling,59.57%,69.39,1.32,91.84,40.67,1.25,39.41,52.42,52.42,-0.63
L&G Global Infrastructure Index L Acc,F0000105BG,EAA Fund Sector Equity Infrastructure,Pound Sterling,57.91%,65.16,1.36,88.44,42.39,1.96,40.43,48.01,48.01,-0.98
Legg Mason ClearBridge EM Infras Xœ DisQ,F00000YU2V,EAA Fund Sector Equity Infrastructure,Pound Sterling,60.02%,110,1.28,140.57,58.76,10.2,48.56,92.01,86.08,-2.13
LF Canlife Global Infrastructure G Acc,F00000PEIG,EAA Fund Sector Equity Infrastructure,Pound Sterling,69.96%,80.7,1.22,98.83,36.44,3.51,32.93,65.9,65.9,-1.75
LF Macquarie Global Infras Secs B Acc,F000000HX3,EAA Fund Sector Equity Infrastructure,Pound Sterling,69.30%,79.8,1.23,98.1,35.2,2.02,33.18,64.92,64.92,-1.01
M&G Global Listed Infras GBP L Acc,F00000ZKWB,EAA Fund Sector Equity Infrastructure,Pound Sterling,75.76%,91.34,1.17,106.54,29.59,1.34,28.24,78.3,78.3,-0.67
Premier Miton Global Infras Inc F Acc,F00000YQ7H,EAA Fund Sector Equity Infrastructure,Pound Sterling,68.16%,70.93,1.24,88.2,32.93,1.76,31.17,57.04,57.04,-0.88
